id,level,word,word_reading,meaning,sentence_jp,sentence_en
JLPT Tango N2 item 1002,N2,展覧会,展覧会[てんらんかい],exhibition,散歩のついでに、展覧会を見に行った。,I  went to see the exhibition while I was taking a walk
JLPT Tango N2 item 1003,N2,ばったり[1],ばったり,run into/fall flat思いがけなく人に出会うようす。,美術館でばったり友逹に会った。,I ran into a friend at the museum.
JLPT Tango N2 item 1003,N2,ばったり[2],ばったり,run into/fall flat,マラソンでゴールして、ばったり倒れた。,He fell flat after he passed the finish line of the marathon.
JLPT Tango N2 item 1004,N2,はらはら,はらはら,nervously❶木の葉・なみだなどが、つづいてしずかに落ちるようす。❷たいそう心配するようす。,野球の試合ではらはらしながら、弟を応援した。,I nervously cheered lor my little brollier at the baseball
JLPT Tango N2 item 1005,N2,墓,墓[はか],grave,月に1回、我が家のお墓に行く,I visit the family grave once a month.
JLPT Tango N2 item 1006,N2,突っ込む,突[つ]っ 込[こ]む,to cram; to stuff; to shove,休日出勤で、鞄に書類を突っ込んで出かけた。,I stuffed my documents in the bag and left for work on a holiday.
JLPT Tango N2 item 1007,N2,見渡す,見渡[みわた]す,遠く広くのぞみ見る。また、全体を広く見る。,山に登って、遠くを見渡す。,Climb the mountain and take in the distant view
JLPT Tango N2 item 1008,N2,眺める[1],眺[なが]める,glance/gaze,山を眺めると、リラックス出来る。,I can relax when I glance al the mountain.
JLPT Tango N2 item 1008,N2,眺める[2],眺[なが]める,glance/gaze,毎晩、寝る前に家族の写真を眺める。,I gaze at the family photos before going to sleep every night.
JLPT Tango N2 item 1009,N2,眺め,眺[なが]め,view,ここからの眺めは最高だ,The view from here is wonderful
JLPT Tango N2 item 1010,N2,微か,微[かす]か,faint,天気は悪いが、微かに富士山が見える,"The weather is bad, but we can faintly see Ml. Fuji in llie distance"
JLPT Tango N2 item 1011,N2,負ぶう,負[お]ぶう,carryr on one's back,寝てしまった子供を負ぶって帰った。,I carried home the sleeping child on my back
JLPT Tango N2 item 1012,N2,最適,最適[さいてき],best,日曜日は外出に最適な天気だった,Sunday had the best weather for an outing
JLPT Tango N2 item 1013,N2,余裕[1],余裕[よゆう],room/capacity,今年は休む余裕はなさそうだ。,I don't think there is room for taking time off on the holidays this year.
JLPT Tango N2 item 1013,N2,余裕[2],余裕[よゆう],room/capacity,彼には余裕が見られる。成績はもっと伸びそうだ。,He seems to have more capacity. His grades will likely improve more.
JLPT Tango N2 item 1014,N2,旅,旅[たび],travel,初めて一人で旅をした,I traveled alone lor the first time.
JLPT Tango N2 item 1015,N2,レジャー,レジャー,"leisure activities, recreation, 娯楽[ごらく]",今年は夏のレジャーを楽しむ予定だ,I plan to enjoy summer aciivities this year
JLPT Tango N2 item 1016,N2,訪れる[1],訪[おとず]れる,visit/arrivе,ここは週末になると、多くの観光客が訪れる,A lot of tourists visit here on the weekends.
JLPT Tango N2 item 1016,N2,訪れる[2],訪[おとず]れる,visit/arrivе,もうすぐ桜の季節が訪れる,The cherry blossom season will arrive soon.
JLPT Tango N2 item 1017,N2,体験,体験[たいけん],experience,異文化に接する体験は、きっと将来の役に立つ。,Experience with different cultures will definitely be useful in the future
JLPT Tango N2 item 1018,N2,冒険,冒険[ぼうけん],adventure,偶には少し冒険してみたい。,Sometimes I want to go on a little adventure
JLPT Tango N2 item 1019,N2,見聞き,見聞[みき]き,人から見たり聞いたりすること。,旅行で知らないことを見聞きしたい,I want to go on a trip to see and hear things I've never seen or heard before
JLPT Tango N2 item 1020,N2,巡る[1],巡[めぐ]る,to go around,世界遺産を巡るのが夢だった,My dream was to travel to different world heritage sites.
JLPT Tango N2 item 1020,N2,巡る[2],巡[めぐ]る,"to surround, to concern",税金を巡る問題が起きている,There is a problem involving taxes.
JLPT Tango N2 item 1021<br>Suspend this card if you don't need to learn katakana-words.,N2,プラン,プラン,plan,夏休みのプランを立てる,I made plans for the summer vacaiion
JLPT Tango N2 item 1022,N2,思い立つ,思[おも]い 立[た]つ,come up with,連休中、急に旅行を思い立った。,I suddenly came up with the idea to go on a trip during the long holiday.
JLPT Tango N2 item 1023,N2,豪華,豪華[ごうか],luxurious,世界を巡る豪華な船旅をしてみたい。,I want to go on a luxurious trip around the world by ship
JLPT Tango N2 item 1024,N2,手配[1],手配[てはい],arrangement; preparations❶準備。したく。手配り。❷犯人をつかまえるようにれんらくすること。,旅行会社でホテルと飛行機を手配した,The travel agency arranged the hotel and flight
JLPT Tango N2 item 1024,N2,手配[2],手配[てはい],search (by police).,手配されていた犯人が、やっと捕まった,The fugitive was finally arrested.
JLPT Tango N2 item 1025,N2,前もって,前[まえ]もって,beforehand ＝事前に,現地の友達に前もって連絡しておこう。,I will contact my friend at the site in advance
JLPT Tango N2 item 1026,N2,便,便[びん],flight,出発は午後の便になった。,I will depart on an afternoon flight
JLPT Tango N2 item 1027,N2,空席,空席[くうせき],vacancy,飛行機に空席があって、よかった。,I'm glad there was a vacancy on the airplane
JLPT Tango N2 item 1028,N2,超過,超過[ちょうか],excess; being more than,荷物が多すぎて、空港で超過料金を払った,I had too much luggage and had to pay an excess luggage fee at the airport
JLPT Tango N2 item 1029,N2,飛ぶ,飛[と]ぶ,fly,飛行機は時間通りに飛んだ。,The airplane took off on time
JLPT Tango N2 item 1030,N2,思いがけず,思[おも]いがけず,unexpectedly,思いがけず、知り合いと同じ便だった,I unexpectedly found myself on lhe same flight as an old aquaintence
JLPT Tango N2 item 1031,N2,引き返す,引[ひ]き 返[かえ]す,return,行きの便はエンジントラブルで、空港に引き返した。,The outbound flight returned to the airport due to engine trouble
JLPT Tango N2 item 1032,N2,間もなく,間[ま]もなく,soon,バスは間もなく目的地に着く,The bus will soon reach its destination
JLPT Tango N2 item 1033,N2,宿泊,宿泊[しゅくはく],accommodation; lodging; stay,町の中心にあるホテルに宿泊した,I stayed at a hotel in the middle of tlic city.
JLPT Tango N2 item 1034,N2,大幅,大幅[おおはば],major,連休中は旅行代が大幅に上がる,Travel expenses rise drastically during long holidays
JLPT Tango N2 item 1035,N2,旅先,旅先[たびさき],destination; goal (of travel); place one stays during a journey.,旅先から友達に、葉書を送った。,I sent a card to my friend from where I was visiting.
JLPT Tango N2 item 1036,N2,各地,各地[かくち],each place,連休に友達と日本の各地を回るつもりだ。,I plan to travel around Japan during the long holiday with my friend
JLPT Tango N2 item 1037,N2,名所,名所[めいしょ],sites,観光の名所をガイドブックで調べる。,I researched popular tourist spots using a guidebook
JLPT Tango N2 item 1038,N2,市場,市場[いちば],market,外国の市場には見たこともない野菜がある,Vegetables I have never seen before are sold at markets in foreign countries.
JLPT Tango N2 item 1039,N2,免税店,免税店[めんぜいてん],duty free shop,空港の免税店で化粧品を買った。,I bought cosmetics at the airport duty free shop
JLPT Tango N2 item 1040,N2,風景,風景[ふうけい],scenery,目の前の風景を、しっかりと記憶しておこう。,I will finnly commit to memory the scenery in front of me.
JLPT Tango N2 item 1041,N2,海水浴,海水浴[かいすいよく],sea swimming,ホテルの近くに海があるので、海水浴も出来る。,The beach is near the hotel so I can go swimming
JLPT Tango N2 item 1042,N2,潜る,潜[もぐ]る,dive,こんな美しい海に潜れるなんて、感動する,Il is amazing io be able to dive in such a beautiful ocean
JLPT Tango N2 item 1043,N2,跡,跡[あと],"track, trace",砂の上に、足の跡がはっきり残った,Footprints were left clearly on the sand
JLPT Tango N2 item 1044,N2,位置,位置[いち],"location, position",スマホで現在の位置を調べる,I can check my current location using the smartphone
JLPT Tango N2 item 1045,N2,銘々,銘々[めいめい],each individual,朝は銘々好きなものを皿にとって食べる。,Everyone will individually put what they want to eat on their plates for breakfast.
JLPT Tango N2 item 1046,N2,屡々,屡[しば]々[しば],often,布哇[ハワイ]の観光地で、屡々日本人を見かけた。,I often see Japanese at tourist attractions in Hawaii
JLPT Tango N2 item 1047,N2,出来事,出来事[できごと],occurence,旅行での出来事は、全部いい思い出だ,Everything that occurred during the trip became fun memories
JLPT Tango N2 item 1048,N2,測定した,測定[そくてい]した,measurement,学校で身長と体重を測定した,I measured my height and weight at school
JLPT Tango N2 item 1049,N2,定期的,定期的[ていきてき],periodic,定期的に健康診断を受けている,I get regular health check-ups.
JLPT Tango N2 item 1050,N2,血圧,血圧[けつあつ],blood pressure,最近、血圧が高い。,My blood pressure is high these days
JLPT Tango N2 item 1051,N2,体力,体力[たいりょく],physical strength,体力も気力も問題ない,There is nothing wrong with my stamina or mental toughness
JLPT Tango N2 item 1052,N2,心身,心身[しんしん],body and soul,健康のためには心身のバランスが大切だ,The balance between the body and soul is important for your health
JLPT Tango N2 item 1053,N2,健やか,健[すこ]やか,healthy,子供達はみんな、健やかに成長した。,The children all grew up healthy.
JLPT Tango N2 item 1054,N2,偏る,偏[かたよ]る,unbalanced,最近、栄養が偏っている。,My diet has not been well-balanced recently.
JLPT Tango N2 item 1055,N2,小柄な,小柄[こがら]な,small built,彼女は、どちらかと言うと小柄な方だ。,"If anything, her built is on the small side."
JLPT Tango N2 item 1056,N2,寿命,寿命[じゅみょう],duration of life,日本人女性は世界一寿命が長い。,Japanese women have the longest life expectancy in the world.
JLPT Tango N2 item 1057,N2,一般に,一般[いっぱん]に,generally,一般に、男性より女性の方が寿命が長い,"Generally, women have a longer life-span than men"
JLPT Tango N2 item 1058,N2,手首,手首[てくび],wrist,毎日、手首で血圧を測っている,I measure my blood pressure using my wrist every day
JLPT Tango N2 item 1059,N2,踵,踵[かかと],heel,歩きすぎて、踵が痛む,My ankle hurts from walking too much
JLPT Tango N2 item 1060,N2,爪先,爪先[つまさき],toe,靴を脱いで、爪先を伸ばす。,Take off your shoes and stretch your toes
JLPT Tango N2 item 1061,N2,血管,血管[けっかん],blood vessel,年と共に血管が弱くなる,My blood vessels get weaker as I grow older.
JLPT Tango N2 item 1062,N2,さらさら,さらさら,smooth/smoothly,玉葱を食べると、血液がさらさらになるらしい,Blood flows more smoothly when you eat onions
JLPT Tango N2 item 1063,N2,筋肉,筋肉[きんにく],muscle,毎日、筋肉をトレーニングしている,I train my muscles every day
JLPT Tango N2 item 1064,N2,障害,障害[しょうがい],handicap; impairment; disability,耳に軽い障害を持っている。,I have a slight hearing disability
JLPT Tango N2 item 1065,N2,乗り越える,乗[の]り 越[こ]える,overcome,人より努力して、障害を乗り越えた。,I overcame my disability by working harder than other people
JLPT Tango N2 item 1066,N2,傷跡,傷跡[きずあと],scar,掻いたところに傷跡が残った,A scar was left behind where I scratched
JLPT Tango N2 item 1067,N2,鼾,鼾[いびき],snoring,自分の鼾の音で目が覚めた,I woke up to tht sound of my own snoring
JLPT Tango N2 item 1068,N2,体が持つ,体[からだ]が 持[も]つ,able to stay healthy; one's body will last,この忙しさでは体が持たない。,I'm so busy that I am ruining my health.
JLPT Tango N2 item 1069,N2,休養,休養[きゅうよう],rest,医者に、少し休養をとった方がいいと言われた。,The doctor told me I need to rest a little
JLPT Tango N2 item 1070,N2,疲労,疲労[ひろう],fatigue,疲労がたまる前に休むようにしている,I try to rest before I get too tired
JLPT Tango N2 item 1071,N2,不調,不調[ふちょう],bad condition; disorder; slump; out of form,体の不調を感じたら、すぐに病院に行く,I go to the hospital immediately if I feel something is wrong with my body.
JLPT Tango N2 item 1072<br>体調を崩す＝体調を壊す,N2,体調,体調[たいちょう],body condition,体調を崩したので、会社を休んだ。,I took a day off work because I felt ill
JLPT Tango N2 item 1073,N2,やや,やや,a little,少し寝たら、体がやや楽になった,I felt a little better after I slept a little
JLPT Tango N2 item 1074,N2,寝心地,寝心地[ねごこち],the feeling in bed［名］寝たときの感じ。また、眠っているときの心持ち。,寝心地のいい枕を買ったら、よく寝られるようになった,I was able to sleep better after I bought a comfortable pillow
JLPT Tango N2 item 1075,N2,大した[1],大[たい]した,quite,大したことはないと思っても、病院に行く,I go to the hospital even if I don't think it’s quite that serious.
JLPT Tango N2 item 1075,N2,大した[2],大[たい]した,considerable; great; important; significant; a big deal,中学生でオリンピック選手とは、大したものだ,Being an Olympian at junior high school is quite a feat.
JLPT Tango N2 item 1076,N2,念のため,念[ねん]のため,just in case,症状は軽いが、念のため病院で診てもらう,"The symploins are light, bul I will go to the hospital just in case"
JLPT Tango N2 item 1077,N2,通院,通院[つういん],visiting the hospital,月に1回、検査のために通院している,I go to the hospital once a month for an examination
JLPT Tango N2 item 1078<br>From german Röntgen,N2,レントゲン,レントゲン,X-ray,念の為、レントゲンを撮って貰った。,I had an X-ray taken just in ease
JLPT Tango N2 item 1079,N2,更に[1],更[さら]に,further/more,一度検査をして、更に詳しく検査する。,"I will be examined once, and on top of that I will go through a more detailed examination after that."
JLPT Tango N2 item 1079,N2,更に[2],更[さら]に,more and more; moreover; even more.,雨は更に強くなってきた。,The rain is getting stronger.
JLPT Tango N2 item 1080,N2,衰える,衰[おとろ]える,"to become weak, deteriorate",筋肉が衰えないように運動している,I exercise to keep my muscles in shape
JLPT Tango N2 item 1081,N2,鍛える,鍛[きた]える,train,風邪を引かないように体を鍛える。,I work out to avoid catching colds
JLPT Tango N2 item 1082,N2,適度な,適度[てきど]な,moderate,健康のために適度な運動が必要だ,Moderate exercise is necessary for good health
JLPT Tango N2 item 1083,N2,予防,予防[よぼう],prevention,クリームで日焼けを予防する,I prevent sunburn using sunscreen lotion.
JLPT Tango N2 item 1084,N2,補給,補給[ほきゅう],replenish,熱中症を防ぐために水分を補給した,I replenished myself with water to avoid a heat stroke
JLPT Tango N2 item 1085,N2,不足,不足[ふそく],lacking,ビタミンが不足しているようだ,I seemed to lack vitamins.
JLPT Tango N2 item 1086<br>Suspend this card if you don't need to learn katakana-words.,N2,サプリメント,サプリメント,supplements,毎日、サプリメントをとっている,I take supplements every day
JLPT Tango N2 item 1087,N2,取り戻す,取[と]り 戻[もど]す,take back,規則正しい生活をして、健康を取り戻した。,I regained my health by better regulating things in my life
JLPT Tango N2 item 1088<br>Suspend this card if you don't need to learn katakana-words.,N2,ワクチン,ワクチン,vaccine,病院で新しいワクチンを注射してもらった,I received a new vaccine shot at the hospital
JLPT Tango N2 item 1089,N2,加入,加入[かにゅう],join,保険に加入して、病気の治療に備えている,I prepared for my medical treatment by getting health insurance
JLPT Tango N2 item 1090,N2,医師,医師[いし],doctor,よい医師がいる病院を探している,I'm looking for a hospital that has good doctors
JLPT Tango N2 item 1091,N2,呉々も,呉々[くれぐれ]も,sincerely; earnestly,呉々もお体をお大事になさって下さい。,Please do take care of yourself.
JLPT Tango N2 item 1092,N2,具体的に,具体的[ぐたいてき]に,specific,今の症状を具体的に教えて下さい。,Please let me know your symptoms specifically
JLPT Tango N2 item 1093,N2,程度,程度[ていど],degree,痛みの程度を人に説明するのは難しい,It's difficult to explain the degree of pain
JLPT Tango N2 item 1094,N2,ぼうっと[1],ぼうっと,absent-mindedly/faintly,最近、祖父はぼうっとしていることが多い,"Recently, my grandfather has often been absent-minded."
JLPT Tango N2 item 1094,N2,ぼうっと[2],ぼうっと,vaguely; indistinctly,向こうにぼうっと山が見える,The mountain can be seen faintly in the distance
JLPT Tango N2 item 1095,N2,ふらふら,ふらふら,dizzy /staggeringly,今朝から頭がふらふらしている,My head has been feeling dizzy since the morning
JLPT Tango N2 item 1096,N2,意識,意識[いしき],consciousness,頭を打って、意識を失った,I hit my head and lost consciousness
JLPT Tango N2 item 1097,N2,しゃがむ,しゃがむ,crouch,目眩がして、その場にしゃがんだ。,I felt dizzy and crouched down on the spot
JLPT Tango N2 item 1098,N2,視野[1],視野[しや],field of view,最近周りが見えにくく、視野が狭くなった。,"Recently, my field of view is getting narrower and I can't see around me too well."
JLPT Tango N2 item 1098,N2,視野[2],視野[しや],one's outlook (e.g. on life); one's horizons,視野を広げるために留学を決めた。,I decided to study abroad to broaden my perspective
JLPT Tango N2 item 1099,N2,呼吸,呼吸[こきゅう],breath,寝ている間に呼吸が止まることがあるらしい,"Apparently, it is possible to stop breathing while sleeping"
JLPT Tango N2 item 1100,N2,詰まる[1],詰[つ]まる,"stuff, pack",鼻が詰まって、苦しい。,"My nose is sluffed, and I have difficulty breathing."
JLPT Tango N2 item 1100,N2,詰まる[2],詰[つ]まる,stuff/pack,スーツケースにお土産が詰まっている。,The suitcase is packed with souveniers
JLPT Tango N2 item 1101,N2,耐える,耐[た]える,bear,腹痛がひどく、耐えられない,My stomach hurts so much that I can't bear it
JLPT Tango N2 item 1102,N2,便秘,便秘[べんぴ],constipation,便秘が続いているので、薬を飲んだ,"My constipation has been persistent, so I took some medicine"
JLPT Tango N2 item 1103<br>風邪気味＝slight cold; bit of a cold; touch of a cold; lingering cold,N2,気味,気味[ぎみ],feelings a touch of,風邪気味で、気分がすっきりしない。,I don't feel good as I seem to have a cold
JLPT Tango N2 item 1104,N2,寒気,寒気[さむけ],shivers,風邪なのか、寒気がする。,"Maybe I've got a cold, because I'm getting the shivers"
JLPT Tango N2 item 1105,N2,捻じる,捻[ね]じる,sprain,転んで、足を捻じった。,I fell and sprained my foot
JLPT Tango N2 item 1106,N2,湿疹,湿疹[しっしん],eczema; rash,腕の湿疹が、痒くて寝られない,My arn's rashes are so itchy that I can't sleep
JLPT Tango N2 item 1107,N2,腫れる,腫[は]れる,swell,捩った所が赤く腫れてきた,The part I twisted turned red and swelled up
JLPT Tango N2 item 1108,N2,頻り,頻[しき]り,frequent; continual; constant; repeated; eager.,彼は腕の湿疹を頻りに掻いている,He keeps scratching his rashes on his arm
JLPT Tango N2 item 1109,N2,異常,異常[いじょう],abnormality,検査で心臓に異常が見つかった,An abnormality in the heart was found during the exam.
JLPT Tango N2 item 1110,N2,伴う,伴[ともな]う,accompanied by,この病気は痛みを伴うようだ,It seems this illness is accompanied by pain
JLPT Tango N2 item 1111,N2,単なる,単[たん]なる,just a;&nbsp;mere; simple; sheer,彼の症状は単なる風邪ではないようだ。,These symptoms do not appear to be just a cold
JLPT Tango N2 item 1112,N2,伝染,伝染[でんせん],contagion,この病気は伝染する可能性はないそうだ,There seems to be no possibility of this illness infecting others
JLPT Tango N2 item 1113,N2,反応,反応[はんのう],response,くしゃみや鼻水は、花粉のアレルギー反応の症状だ,Sneezing and a runny nose arc symptoms of pollen allergy
JLPT Tango N2 item 1114,N2,病む,病[や]む,to suffer from (e.g. a disease); to have something wrong with (e.g. an inner organ),現代は心を病んでいる人が少なくない。,There are quite a number of people today that are suffering mentally
JLPT Tango N2 item 1115,N2,負傷,負傷[ふしょう],injury,事故で負傷し、救急車で運ばれた,I was injured and carried in an ambulance
JLPT Tango N2 item 1116,N2,重体,重体[じゅうたい],serious condition,車に轢かれた人が重体になっている。,The person who was run over by a car is in serious condition
JLPT Tango N2 item 1117,N2,熱中症,熱中症[ねっちゅうしょう],heat stroke,この季節は熱中症に気をつけなければいけない,"This season, you have to be carcful of heat stroke"
JLPT Tango N2 item 1118,N2,細菌,細菌[さいきん],Bacteria,傷口から細菌が入ったようだ,Bacteria seemed to have entered from the wound
JLPT Tango N2 item 1119,N2,躓く[1],躓[つまず]く,to trip (over); to stumble.,躓いて転んでしまい、足を骨折した,"I tripped and fell, and broke my leg."
JLPT Tango N2 item 1119,N2,躓く[2],躓[つまず]く,to fail; to suffer a setback.,それは人生で初めて躓いた出来事だった,That was my first setback in life.
JLPT Tango N2 item 1120,N2,医療,医療[いりょう],"healthcare, medical service",日本の医療は、可也進んでいる,Japanese medical service has progressed significantly
JLPT Tango N2 item 1121,N2,高度,高度[こうど],"high degree, advanced",この病院なら、高度な医療が受けられる,This hospital offers advanced medical care
JLPT Tango N2 item 1122,N2,実績,実績[じっせき],"result, experience",手術の実績で病院を選ぶ,I will choose my hospital based on their track record for surgery
JLPT Tango N2 item 1123,N2,負担,負担[ふたん],burden,この病気は治療費の負担が大きい,The medical bill for this illness is a big burden
JLPT Tango N2 item 1124,N2,適用,適用[てきよう],application,この病気の治療には保険が適用される,insurance can be used to pay for the treatment of this illness
JLPT Tango N2 item 1125,N2,手当て,手当[てあ]て,treatment❶はたらいた仕事に対してはらうお金。❷けがや病気の処置。,けがをしたので、すぐに手当てをした,I was injured and was treated immediately
JLPT Tango N2 item 1126,N2,尽くす,尽[つ]くす,do everything,医者は母の治療に全力を尽くしてくれた,The doctor did everything he could io treat my mother
JLPT Tango N2 item 1127,N2,薬品,薬品[やくひん],medicine,薬品の扱いには十分に注意する,You have to be extra careful when handling medicine
JLPT Tango N2 item 1128,N2,作用,作用[さよう],effect,説明書を読んで、薬の作用を知る,I read the explanation leaflet and learned about the effects of the medicine
JLPT Tango N2 item 1129,N2,目安,目安[めやす],"an aim, standardだいたいの見当。また、おおまかな基準。目当て。",大人は1回3粒を目安に飲んで下さい。,Adulls need to take about three tablets each time
JLPT Tango N2 item 1130,N2,副作用,副作用[ふくさよう],side effect,薬の副作用で気分が悪くなることがある,I sometimes feel ill as an side effect of taking this medicine
JLPT Tango N2 item 1131,N2,余計[1],余計[よけい],unncccssarily/in excess,薬を飲んだら、余計に気分が悪くなった,I felt worse after taking the medicine
JLPT Tango N2 item 1131,N2,余計[2],余計[よけい],unncccssarily/in excess,人より余計にリハビリをした,I did my rehabilitation exercises more often than others
JLPT Tango N2 item 1132,N2,余計[3],余計[よけい],excessive,家族に余計な心配をかけたくない,I don't want my family to worry more
JLPT Tango N2 item 1133,N2,揉む,揉[も]む,massage,肩が凝ったので、友逹に揉んでもらった,"I had stiff shoulders, so my friend massaged me"
JLPT Tango N2 item 1134,N2,告げる,告[つ]げる,tell,医師に病名を告げられ、ショックだった,I was shocked to hear the name of my illness from the doctor.
JLPT Tango N2 item 1135,N2,覚悟,覚悟[かくご],preparation,医者と話し、最悪の場合を覚悟した。,I talked with the doctor and prepared for the worst
JLPT Tango N2 item 1136,N2,看病,看病[かんびょう],nursing病人の世話をすること。,風邪を引いて、彼女に看病してもらった。,"I caught a cold, and she took care of me."
JLPT Tango N2 item 1137,N2,配慮,配慮[はいりょ],consideration,あの医師は患考への配慮が不足している,That doctor is not considerate enough of his patients
JLPT Tango N2 item 1138,N2,遺伝,遺伝[いでん],hereditary,この病気は遺伝するらしい,This illness is apparently hereditary
JLPT Tango N2 item 1139,N2,克服,克服[こくふく],overcome,病気を克服して、仕事に戻った,I overcame the illness and relumed to work
JLPT Tango N2 item 1140<br>Suspend this card if you don't need to learn katakana-words.,N2,リハビリ,リハビリ,rehabilitation リハビリテーション(rehabilitation)の略。肉体的・精神的な外傷を負った者に訓練を施し、社会復帰を可能ならしめること。,暫くは、病院でリハビリを続ける,I will continue my rehabilitation exercises in the hospital for a while
JLPT Tango N2 item 1141,N2,肌,肌[はだ],skin,冬は肌が乾燥しやすい。,My skin easily dries out in the winter.
JLPT Tango N2 item 1142,N2,手入れ,手入[てい]れ,❶よい状態を保つために補修・整備などの手を加えること。❷犯罪捜査や犯人検挙のために警察官などが現場に踏み込むこと。,毎日、素肌の手入れに時間をかける,I take my time every day to care for my bare skin
JLPT Tango N2 item 1143<br>Suspend this card if you don't need to learn katakana-words.,N2,ケア,ケア,care,お風呂の後の素肌のケアは欠かせない,It is necessary to take care of your bare skin after taking a bath
JLPT Tango N2 item 1144,N2,維持,維持[いじ],maintenance,綺麗な肌を維持したい,I want to maintain clear skin
JLPT Tango N2 item 1145,N2,機能,機能[きのう],function,漸く肌の機能が回復した,The function of my skin finally relumed
JLPT Tango N2 item 1146,N2,かえって,かえって,rather,マッサージをしたら、かえって顔に皺が増えた,The wrinkles on the face worsened with the massage
JLPT Tango N2 item 1147,N2,刺激[1],刺激[しげき],stimulation,この化粧品は刺激が強くて、肌が赤くなる,This cosmetic is too strong and causes my skin lo redden.
JLPT Tango N2 item 1147,N2,刺激[2],刺激[しげき],stimulation,旅行は、色々な刺激を受けるので楽しい,Having a lot of stimulation while travelling can be fun.
JLPT Tango N2 item 1148,N2,かさかさ,かさかさ,dry; flaky,踵が乾燥して、カサカサだ。,My ankle is dry
JLPT Tango N2 item 1149,N2,低下,低下[ていか],weaken,素肌の機能が低下している,The function of my bare skin is weakening
JLPT Tango N2 item 1150,N2,くっきり,くっきり,clearly,日焼けの跡がくっきりついてしまった,The sunburn left a clear tan line
JLPT Tango N2 item 1151,N2,艶,艶[つや],gloss; shine; polish,皮膚の艶が、段々無くなってきた。,My skin's glossiness is gradually fading.
JLPT Tango N2 item 1152,N2,脂肪,脂肪[しぼう],fat,運動を止めたら、脂肪がついてしまった。,I put on fat after I quit exercising.
JLPT Tango N2 item 1153,N2,肥満,肥満[ひまん],fatness; obesity,肥満は健康に良くない。,Obesity is bad for your health.
JLPT Tango N2 item 1154,N2,減量,減量[げんりょう],loss in weight (esp. body weight); weight reduction,ダイエットで減量に成功した。,I succeeded in losing weight by going on a diet.
JLPT Tango N2 item 1155,N2,急激,急激[きゅうげき],sudden; abrupt; rapid; drastic; radical,急激なダイエットは、かえって後で太る。,A drastic diet rather makes you gain weight later.
JLPT Tango N2 item 1156,N2,一向に,一向[いっこう]に,completely; absolutely; totally（下に打ち消しのことばがくる）まったく。,半年もダイエットしているのに、一向に痩せない。,"I've been on a diet for six months, but I still can't lose weight at all."
JLPT Tango N2 item 1157,N2,疑わしい,疑[うたが]わしい,doubtful; questionable,このダイエット食品の効果は疑わしい。,The cfleets of this diet food are questionable.
JLPT Tango N2 item 1158,N2,姿勢[1],姿勢[しせい],posture; pose; position; stance; carriage (of the body),姿勢をよくすれば、太らない。,You won't get fat if you maintain good posture.
JLPT Tango N2 item 1158,N2,姿勢[2],姿勢[しせい],attitude; approach; stance,人間は、いくつになっても学ぶ姿勢が大切だ。,It is important for people to have a willingness to learn no matter how old you get.
JLPT Tango N2 item 1159,N2,医者に掛かる,医者[いしゃ]に 掛[か]かる,"to consult a doctor, visit (a doctor)",去年から、美容外科の医者にかかっている。,I have been visiting a cosmetic surgeon since last year.
JLPT Tango N2 item 1160,N2,依存,依存[いぞん],dependence; reliance,綺麗になるために手術に依存する女性が多い。,There arc many women who become dependent on surgery to become beautiful.
JLPT Tango N2 item 1161,N2,映す,映[うつ]す,to project; to reflect; to cast (shadow),鏡に顔を映しながら、笑顔を作る。,(I) form a smile while showing (my) face on a mirror.
JLPT Tango N2 item 1162,N2,騒音,騒音[そうおん],noise; din,騒音を巡って、アパートでトラブルが起きている。,There is an issue at the apartment regarding excessive noise.
JLPT Tango N2 item 1163,N2,続出,続出[ぞくしゅつ],appearing one after another; cropping up one after another; occurring in succession.［名・自サ変］同じような事柄が次々と続いて出てくること。また、次々と続いて起こること。,最近、近所でのトラブルが続出している。,There has been trouble occuring in the neighborhood one day after another recently.
JLPT Tango N2 item 1164,N2,思わず,思[おも]わず,unconsciously; involuntarily; instinctively; reflexively; spontaneously; unintentionally,近くで大声が聞こえたので、思わず窓から外を見た。,I heard a loud voice and couldn't help looking out the window.
JLPT Tango N2 item 1165,N2,一方[2],一方[いっぽう],"keep on, one side, the other, on the other hand",近所の人間関係は悪化する一方だ。,Neighborhood relations keep on getting worse.
JLPT Tango N2 item 1165,N2,一方[3],一方[いっぽう],"keep on, one side, the other, on the other hand",一方の話だけを聞いても、問題は解決しない。,The problem will not be solved by listening to only one side of the story.
JLPT Tango N2 item 1166,N2,対立,対立[たいりつ],confrontation; opposition; antagonism.,塵捨でが原因で近所同士が対立している。,The neighbors confront each other about garbage disposal.
JLPT Tango N2 item 1167,N2,拒否,拒否[きょひ],refusal; rejection; denial; veto.,彼らは話し合いを拒否した。,They refused to discuss the matter.
JLPT Tango N2 item 1168,N2,訴える[1],訴[うった]える,to sue (a person); to take someone to court,騒音卜ラブルで相手を訴えた。,I sued the other person over excessive noise.
JLPT Tango N2 item 1168,N2,訴える[2],訴[うった]える,"to claim, to complain不満や苦しみなどを人につげる。",彼女は昨日から頭痛を訴えている。,She has been claiming about a headache since yesterday.
JLPT Tango N2 item 1169,N2,裁判,裁判[さいばん],trial; judgement; lawsuit,出来れば裁判など、したくない。,"I don't want to go to court, if possible."
