id,level,word,word_reading,meaning,sentence_jp,sentence_en
JLPT Tango N2 item 1170,N2,関わる[1],関[かか]わる,1. to be concerned with; to have to do with.2. to be affected; to be influenced.,あの人には関わらない方がいい。,It's best not to be involved with that person.
JLPT Tango N2 item 1170,N2,関わる[2],関[かか]わる,1. to be concerned with; to have to do with.2. to be affected; to be influenced.,命に関わるような、怪我ではない。,It's not a life threatening injury.
JLPT Tango N2 item 1171,N2,撥ねる,撥[は]ねる,to splash,事が通ったとき、泥が撥ねてスカートが汚れた。,The skirt got dirty from being splashed with mud when a car drove by.
JLPT Tango N2 item 1172,N2,犯罪,犯罪[はんざい],crime,最近、この辺りで犯罪が増えている。,Crime has been increasing around here recently.
JLPT Tango N2 item 1173,N2,暴れる,暴[あば]れる,to act violently; to rage; to struggle; to be riotous,駅前で男が暴れている。,A man is being violent in front o f the station.
JLPT Tango N2 item 1174,N2,乱暴,乱暴[らんぼう],"violently, violence, rude",彼は怒って、ドアを乱暴に閉めた。,He slammed the door shut in anger.
JLPT Tango N2 item 1175,N2,暴力,暴力[ぼうりょく],violence; mayhem,どんな理由があっても、暴力は行けない。,"Violence is not good, whatever the reason."
JLPT Tango N2 item 1176,N2,威かす[1],威[おど]かす,1 to threaten; to menace; to intimidate.2 to startle; to frighten; to scare.❶「おどす」のくだけた言い方。❷びっくりさせる。驚かせる。,「此の儘では合格しないと」、親に威かされた。,My parents threatened me by saying that I won't pass like this.
JLPT Tango N2 item 1176,N2,威かす[2],威[おど]かす,1 to threaten; to menace; to intimidate.2 to startle; to frighten; to scare.,暗い場所で友達を威かした。,I surprised my friend in a dark place.
JLPT Tango N2 item 1177,N2,侵入,侵入[しんにゅう],invasion; intrusion; trespass,犯人は、この窓から侵入したようだ。,The criminal entered from die window.
JLPT Tango N2 item 1178,N2,覗く,覗[のぞ]く,"to peek (through a keyhole, gap, etc.).",怪しい男が家の中を覗いている。,A suspicious man was looking into the house.
JLPT Tango N2 item 1179,N2,見知らぬ,見知[みし]らぬ,strange; unfamiliar; unknown,見知らぬ人に突然声をかけられた。,Someone I don't know suddenly started talking to me.
JLPT Tango N2 item 1180,N2,近寄る,近寄[ちかよ]る,to approach; to draw near.,後ろから知らない男が近寄ってきた。,A man I don't know approached me from behind.
JLPT Tango N2 item 1181,N2,縮まる,縮[ちぢ]まる,to shorten; to narrow; to close; to shrink,余りに怖い思いをして、命が縮まった。,I almost had a heart attack from fear.
JLPT Tango N2 item 1182,N2,無理矢理,無理矢理[むりやり],forcibly; against one's will,暗い道で無理矢理バッグを取られた。,My bag was forcibly stolen on a dark road.
JLPT Tango N2 item 1183,N2,捜査,捜査[そうさ],search (esp. in criminal investigations); investigation,警察が事件を捜査している。,The police are investigating the incident.
JLPT Tango N2 item 1184,N2,確定,確定[かくてい],"decision; settlement, definition",色々な証拠から、その男が犯人だと確定した。,"Given the evidence, the man was confirmed to be the criminal."
JLPT Tango N2 item 1185,N2,明らか,明[あき]らか,clear; obvious; evident,あの男が犯人であることは明らかだ。,It is obvious that man is the criminal.
JLPT Tango N2 item 1186,N2,一致,一致[いっち],agreement; union; match.,犯人の特徴と証言者の話が一致した。,The criminal's characteristics matched what the witness described.
JLPT Tango N2 item 1187,N2,自ら,自[みずか]ら,oneself; personally,犯人が自ら警察に現れた。,The criminal turned himself into the police.
JLPT Tango N2 item 1188,N2,居場所,居場所[いばしょ],whereabouts; place; location,犯人の居場所が、分かった。,I know where the crimmal is.
JLPT Tango N2 item 1189,N2,持ち主,持[も]ち 主[ぬし],owner; proprietor; possessor,警察が自転車の持ち主を調べている。,The police are invesligaling the owner of the bicycle.
JLPT Tango N2 item 1190,N2,飽く迄[1],飽[あ]く 迄[まで],to the end; to the bitter end; to the utmost,事件が解決する迄、飽く迄捜査を続ける。,No doubt they will continue the investigation until the case is solved.
JLPT Tango N2 item 1190,N2,飽く迄[2],飽[あ]く 迄[まで],to the end; to the bitter end; to the utmost,この金額は飽く迄も目安で、変更の可能性がある。,"The price is just an estimate, and there is a possibility that it will change."
JLPT Tango N2 item 1191,N2,実に,実[じつ]に,indeed; really; absolutely; truly; actually; very; quite.,これは実に不思議な事件だ。,This is quite a strange case.
JLPT Tango N2 item 1192,N2,困難[1],困難[こんなん],1 difficulty; hardship; trouble; distress.2 infeasibility; inability (to carry out).,彼は多くの困難を乗り越えて、頑張っている。,"He is working hard, overcoming various difficullics."
JLPT Tango N2 item 1192,N2,困難[2],困難[こんなん],1 difficulty; hardship; trouble; distress.2 infeasibility; inability (to carry out).,警察は困難な事件を一つ一つ解決する。,The police solved a very difficult case.
JLPT Tango N2 item 1193,N2,改める,改[あらた]める,to change; to alter; to revise; to replace.,彼は今は生活を改め、真面目に暮らしている。,He has changed his lifestyle for the belter and lives seriously.
JLPT Tango N2 item 1194,N2,漸く,漸[ようや]く,finally; at last.,20年前に起こった事件が漸く解決した。,A ease that occurred 20 years ago was finally solved.
JLPT Tango N2 item 1195,N2,発生,発生[はっせい],occurrence; incidence,高速道路で大きな事故が発生した。,A big accident occurred on the expressway.
JLPT Tango N2 item 1196,N2,相次ぐ,相次[あいつ]ぐ,to follow in succession; to happen one after another［自五］類似の物事が次から次へと起こる。,未だに飲酒運転が相次いでいる。,There is still drinking&nbsp;driving occuring one after another.Drinking and driving cases are still on the rise.
JLPT Tango N2 item 1197,N2,飛び出す,飛[と]び 出[だ]す,to jump out; to rush out; to fly out.,行き成り、自転車が道に飛び出してきた。,A  bicycle suddenly leaped out onto the road.
JLPT Tango N2 item 1198,N2,一瞬[1],一瞬[いっしゅん],instant; moment; for an instant.,それは一瞬の出来事だった。,It happened in a flash.
JLPT Tango N2 item 1198,N2,一瞬[2],一瞬[いっしゅん],instant; moment; for an instant.,一瞬、その人が昔の彼女に見えた。,"For a moment, she looked like my old girlfriend."
JLPT Tango N2 item 1199,N2,有り得ない,有[あ]り 得[え]ない,impossible; unlikely; improbable.,こんなに狭い道路でスピードを出すなんて、有り得ない。,It's unthinkable to speed along like that on such a narrow road.
JLPT Tango N2 item 1200,N2,荒っぽい,荒[あら]っぽい,rough (e.g. work); wild; violent; rough-mannered; rude.,彼は運転が荒っぽいので、よく事故を起こす。,He drives rough and is often involved in accidents.
JLPT Tango N2 item 1201,N2,少年,少年[しょうねん],boy; young boy,16歳の少年が運転して、事故を起こした。,A 16 year old boy was driving and caused an accident /
JLPT Tango N2 item 1202,N2,取り締まり,取[と]り 締[し]まり,control; management; supervision; crackdown,この道路は警察の取り締まりが厳しくなっている。,The police's crackdown on this road is getting stricter.
JLPT Tango N2 item 1203,N2,防止,防止[ぼうし],prevention; check,交通事故を防止するために、警察が取り締まっている。,The police are cracking down to prevent traffic accidents.
JLPT Tango N2 item 1204,N2,事情[1],事情[じじょう],circumstances; conditions; situation; reasons; state of affairs.,警察が運転手に事故の事情を聞いている。,The police are asking the driver about the circumstances of the accident.
JLPT Tango N2 item 1204,N2,事情[2],事情[じじょう],circumstances; conditions; situation; reasons; state of affairs.,山田教授は世界の経済事情に詳しい。,Prof. Yamada knows a lot about the silnalion of the world's economy.
JLPT Tango N2 item 1205,N2,有無,有無[うむ],existence or nonexistence; presence or absence,警察が事故の目撃者の有無を調べている。,The police are checking to see whether there were witnesses to the accident.
JLPT Tango N2 item 1206,N2,目撃,目撃[もくげき],witnessing; observing; sighting.,事故を目撃した人を警察が探している。,The police are looking for someone who witnessed the accident.
JLPT Tango N2 item 1207,N2,判断,判断[はんだん],judgement; decision; conclusion,警察はトラックの運転手の不注意だと判断した。,The police judged it to be due to the carelessness of the truck driver.
JLPT Tango N2 item 1208,N2,見逃す[1],見逃[みのが]す,to miss; to overlook; to fail to notice,一瞬の出来事だったので、犯人を見逃した。,It happened so suddenly that I missed the criminal.
JLPT Tango N2 item 1208,N2,見逃す[2],見逃[みのが]す,to miss; to overlook; to fail to notice,彼は大きなビジネスチャンスを見逃した。,He missed a major business opportunity.
JLPT Tango N2 item 1209,N2,行方,行方[ゆくえ],(one's) whereabouts,警察がGPSで逃げた車の行方を追っている。,The police are looking for the whereabouts of the fleeing car using GPS.
JLPT Tango N2 item 1210,N2,未だに,未[いま]だに,still; even now; to this day,死亡事故を起こした犯人は未だに捕まっていない。,The criminal who caused the deadly accident has still not been caught.
JLPT Tango N2 item 1211,N2,不明,不明[ふめい],unclear; uncertain; ambiguous.,事故の原因は未だに不明だ。,The cause of the accident is still unknown.
JLPT Tango N2 item 1212,N2,過失,過失[かしつ],accident (caused by negligence); error; blunder.,彼は過失による事故で、逮捕された。,He was arrested for negligence in the accident.
JLPT Tango N2 item 1213,N2,誤る,誤[あやま]る,to make a mistake; to err,母は運転を誤って、事故を起こした。,My mother caused an accident by Riiling to drive properly.
JLPT Tango N2 item 1214,N2,揉める,揉[も]める,to disagree; to dispute; to fight (over),事故現場で運転手同士が揉めている。,The drivers are arguing at the scene of the accident.
JLPT Tango N2 item 1215,N2,予期,予期[よき],expectation; assume will happen; forecast,その事故は全く予期出来無かった。,That accident could not be predicted.
JLPT Tango N2 item 1216,N2,流す[1],流[なが]す,"to pour; to spill; to shed (blood, tears). →涙を流すto distribute; to broadcast (e.g. electricity over wires, music over a PA system, etc.)",被害者の親は涙を流して犯人の逮捕を訴えた。,The parent of the victim demanded the arrest of the criminal in tears.
